numero_questao,enunciado,alternativas,nu_param_B,gabarito,year
com sentido que aponta para o rodapé da página.",2.02542,A,2021
122,"Uma escola iniciou o processo educativo para
implantação da coleta seletiva e destino de materiais
recicláveis. Para atingir seus objetivos, a instituição
planejou:
1) sensibilizar a comunidade escolar, desenvolvendo
atividades em sala e extraclasse de maneira
contínua;
2) capacitar o pessoal responsável pela limpeza da
escola quanto aos novos procedimentos adotados
com a coleta seletiva; e
3) distribuir coletores de materiais recicláveis
específicos nas salas, pátio e outros ambientes
para acondicionamento dos resíduos.
Para completar a ação proposta no ambiente escolar, o
que falta ser inserido no planejamento?","A: Realizar campanhas educativas de sensibilização em
bairros vizinhos para fortalecer a coleta seletiva.; B: Firmar parceria com a prefeitura ou cooperativa de
catadores para recolhimento dos materiais recicláveis
e destinação apropriada.; C: Organizar visitas ao lixão ou aterro local para
identificar aspectos importantes sobre a disposição
final do lixo.; D: Divulgar na rádio local, no jornal impresso e nas redes
sociais que a escola está realizando a coleta seletiva.; E: Colocar recipientes coletores de lixo reciclável fora da
escola para entrega voluntária pela população.",0.30941,B,2021
123,"Os búfalos são animais considerados rústicos pelos
criadores e, por isso, são deixados no campo sem
controle reprodutivo. Por causa desse tipo de criação,
a consanguinidade é favorecida, proporcionando o
aparecimento de enfermidades, como o albinismo,
defeitos cardíacos, entre outros. Separar os animais
de forma adequada minimizaria a ocorrência desses
problemas.
Qual procedimento biotecnológico prévio é recomendado
nessa situação?",A: Transgenia.; B: Terapia gênica.; C: Vacina de DNA.; D: Clonagem terapêutica.; E: Mapeamento genético.,-0.72714,E,2021
124,"O ciclo do cobre é um experimento didático em que
o cobre metálico é utilizado como reagente de partida.
Após uma sequência de reações (1,2,3,4e 5), 0 cobre
retorna ao seu estado inicial ao final do ciclo.
Descrição da imagem:
Ciclo do cobre com as etapas numeradas de 1 a 5.
Etapa 1 - O cobre reage com HNO,, formando Cu,
abre parêntese, NO,, fecha parêntese, 2.
Etapa 2- O Cu, abre parêntese, NO,, fecha parêntese,
2, reage com NaOH, formando Cu, abre parêntese,
OH, fecha parêntese, 2.
Etapa 3 - O Cu, abre parêntese, OH, fecha parêntese,
2, sofre aquecimento, formando CuoO.
Etapa 4 - O CuO reage com H.SO,, formando CuSO,.
Etapa 5 - O CuSO, reage com Zn e HCI, formando
cobre.
A reação de redução do cobre ocorre na etapa",A: 1; B: 2; C: 3; D: 4; E: 5,1.38461,E,2021
125,"Um dos exames clínicos mais tradicionais para medir
a capacidade reflexa dos indivíduos é o exame do reflexo
patelar. Esse exame consiste na estimulação da patela, um
pequeno osso localizado na parte anterior da articulação
do joelho, com um pequeno martelo. A resposta reflexa
ao estímulo é caracterizada pelo levantamento da perna
em que o estímulo foi aplicado.
Qual região específica do sistema nervoso coordena
essa resposta?",A: Ponte.; B: Medula.; C: Cerebelo.; D: Hipotálamo.; E: Neuro-hipófise.,1.65732,B,2021
126,"Na montagem de uma cozinha para um restaurante,
a escolha do material correto para as panelas é
importante, pois a panela que conduz mais calor é capaz
de cozinhar os alimentos mais rapidamente e, com
isso, há economia de gás. A taxa de condução do calor
depende da condutividade k do material, de sua área
A, da diferença de temperatura delta T maiúsculo e da
espessura d do material, sendo dada pela relação fração
de numerador delta Q maiúsculo e denominador delta t
minúsculo é igual a k vezes A vezes fração de numerador
delta T maiúsculo e denominador d. Em panelas com
dois materiais, a taxa de condução é dada por fração
de numerador delta Q maiúsculo e denominador delta t
minúsculo é igual a A vezes fração de numerador delta
T maiúsculo e denominador, abre parêntese, fração de
numerador d1 e denominador k1 somada à fração de
numerador d2 e denominador k2, fecha parêntese, em
que d1 e d2 são as espessuras dos dois materiais, e k1 e
k2 são as condutividades de cada material. Os materiais
mais comuns no mercado para panelas são o alumínio
(k = 20 watts por metro por Kelvin), o ferro (k = 8 watts
por metro por Kelvin) e o aço (k = 5 watts por metro por
Kelvin) combinado com o cobre (k = 40 watts por metro
por Kelvin).
Compara-se uma panela de ferro, uma de alumínio
e uma composta de metade da espessura em cobre e
a outra metade da espessura em aço, todas com a mesma
espessura total e com a mesma área de fundo.
A ordem crescente da mais econômica para a menos
econômica é","A: cobre-aço, alumínio e ferro.; B: alumínio, cobre-aço e ferro.; C: cobre-aço, ferro e alumínio.; D: alumínio, ferro e cobre-aço.; E: ferro, alumínio e cobre-aço.",1.99105,B,2021
127,"O fogão por indução consiste de um sistema
de bobinas que induz corrente elétrica nas panelas.
A corrente elétrica, ao percorrer a panela, irá transferir
calor, responsável pelo cozimento dos alimentos.
Na figura, a bobina 1, conectada à rede de tensão
alternada, representa o fogão, e a bobina 2, conectada ao
amperímetro, representa a panela. É comum encontrar
fogões por indução com potência de 6,6 quilowatis sob
tensão de 220 volts cuja eficiência de conversão de
energia elétrica em térmica é de 90 por cento.
Descrição da imagem: Ilustração de uma rede
elétrica conectada à bobina 1. À direita, e com
os eixos paralelos à bobina 1, está a bobina 2,
conectada ao amperímetro. As áreas das bobinas
1 e 2 são iguais.
Durante o funcionamento do fogão por indução, a corrente
elétrica na bobina 1 irá induzir uma corrente elétrica na
bobina 2 mais próxima de",A: três ampéres.; B: vinte e sete ampéres.; C: trinta ampéres.; D: trinta e três ampéres.; trinta e sete ampéres.,2.07515,B,2021
128,"As plantas vasculares são compostas por três
partes básicas: raiz, caule e folhas. A estrutura dessas
partes pode variar entre as espécies, de acordo com
adaptações específicas a diferentes modos de vida.
Avicennia schaueriana é uma espécie de angiosperma
caracterizada por apresentar pneumatóforos, caule liso e
folhas com glândulas que expelem sal.
A planta descrita está adaptada ao bioma",A: Floresta de Araucárias.; B: Floresta Amazônica.; C: Manguezal.; D: Caatinga.; E: Cerrado.,1.21723,C,2021
129,"Os pesticidas organoclorados foram amplamente
empregados na agricultura, contudo, em razão das suas
elevadas toxicidades e persistências no meio ambiente,
eles foram banidos. Considere a aplicação de quinhentos
gramas de um pesticida organoclorado em uma cultura
e que, em certas condições, o tempo de meia-vida do
pesticida no solo seja de 5 anos.
A massa do pesticida no decorrer de 35 anos será mais
próxima de",A: três vírgula nove gramas; B: trinta e um vírgula dois gramas; C: sessenta e dois vírgula cinco gramas; D: cento e vinte e cinco vírgula zero gramas; E: duzentos e cinquenta vírgula zero gramas,0.76309,A,2021
130,"A sequência de nucleotídeos do RNA mensageiro
presentes em um gene de um fungo, constituída de sete
códons, está escrita a seguir.
Descrição da imagem: Quadro que indica a sequência
de letras que representa os 7 códons: 1-AUG, 2-UUU,
3-GUU, 4-CAA, 5-UGU, 6- AGU, 7-UAG.
Pesquisadores submeteram a sequência a mutações
independentes. Sabe-se que os códons UAG e UAA são
terminais, ou seja, indicam a interrupção da tradução.
Qual mutação produzirá a menor proteina?",A: Deleção de G no códon três.; B: Substituição de C por U no códon 4.; C: Substituição de G por C no códon 6.; D: Substituição de A por G no códon 7.; E: Deleção dos dois primeiros nucleotídeos no códon 5.,1.12828,B,2021
131,"A simples atitude de não jogar direto no lixo ou no
ralo da pia o óleo de cozinha usado pode contribuir para
a redução da poluição ambiental. Mas o que fazer com
o óleo vegetal que não será mais usado? Não existe um
modelo ideal de descarte, mas uma alternativa simples
tem sido reaproveitá-lo para fazer sabão. Para isso, são
necessários, além do próprio óleo, água e soda cáustica.
Com base no texto, a reação química que permite o
reaproveitamento do óleo vegetal é denominada",A: redução.; B: epoxidação.; C: substituição.; D: esterificação.; E: saponificação.,0.97623,E,2021
132,"Durante o desenvolvimento embrionário humano
ocorre uma comunicação entre os átrios direito e esquerdo
através do forame oval (ou forame de Botal). Essa
comunicação não causa prejuízos à circulação do bebê
em formação, exceto se ela perdurar após o nascimento.
Os prejuízos no período embrionário são evitados porque
a circulação fetal se assemelha à dos(as)","A: aves, porque a pequena circulação e a grande
circulação estão presentes.; B: répteis, porque a mistura de sangue é minimizada por
um metabolismo lento.; C: crocodilianos, porque a separação dos ventrículos
impede a mistura sanguínea.; D: peixes, porque a circulação é simples, ocorrendo
uma passagem única pelo coração.; E: O anfíbios, porque pressões diferenciais temporalmente o sangue venoso do arterial.",3.81485,D,2021
133,"No cultivo por hidroponia, são utilizadas soluções
nutritivas contendo macronutrientes e micronutrientes
essenciais. Além dos nutrientes, o pH é um parâmetro de
extrema importância, uma vez que ele afeta a preparação
da solução nutritiva e a absorção dos nutrientes pelas
plantas. Para o cultivo de alface, valores de pH entre 5,5 e
6,5 são ideais para o seu desenvolvimento. As correções
de pH são feitas pela adição de compostos ácidos ou
básicos, mas não devem introduzir elementos nocivos às
plantas. Na tabela, são apresentados alguns dados da
composição da solução nutritiva de referência para esse
cultivo. Também é apresentada a composição de uma
solução preparada por um produtor de cultivo hidropônico.
Descrição da imagem:
Tabela com algumas espécies químicas e suas
respectivas concentrações em milimol por litro para a
composição de referência, com pH entre 5,5 e 6,5, e,
para a solução nutritiva preparada, com pH igual a 4,8.
Macronutrientes: N, abre parêntese, NH, com carga
positiva, fecha parêntese; concentrações: 1,0 e 0,8.
P, abre parêntese, H.PO, com carga negativa, fecha
parêntese; concentrações: 1,0 e 1,0.
K com carga positiva; concentrações: 6,0 e 3,5.
Ca com carga positiva 2; concentrações: 4,0 e 3,0.
SO, com carga negativa 2; concentrações: 2,0 e 1,0.
Micronutrientes: Fe com carga positiva 2;
concentrações: 0,09 e 0,07.
C! com carga negativa; concentrações: valor
indeterminado e 0,0045.
Para correção do pH da solução nutritiva preparada, esse
produtor pode empregar uma solução de",A: ácido fosfórico; B: sulfato de cálcio; C: óxido de alumínio; D: cloreto de ferro(2); E: hidróxido de potássio,1.34841,E,2021
134,"O sino dos ventos é composto por várias barras
metálicas de mesmo material e espessura, mas de
comprimentos diferentes, conforme a figura.
Descrição da imagem:
Ilustração de um sino dos ventos formado por seis
barras metálicas cilíndricas. Essas barras estão
penduradas em uma circunferência e igualmente
espaçadas. A barra mais curta corresponde ao
comprimento 1 e a barra mais longa corresponde ao
comprimento 2.
Considere f, e v,, respectivamente, como a frequência
fundamental e a velocidade de propagação do som
emitido pela barra de menor comprimento, e f, e v, são
essas mesmas grandezas para o som emitido pela barra
de maior comprimento.
As relações entre as frequências fundamentais e entre as
velocidades de propagação são, respectivamente","A: f um menor que fdois e v um menor que v dois.; 
B: f um menor que f dois e v um igual a v dois.
C: f um menor que f dois e v um maior que v dois.
D: f um maior que f dois e v um igual a v dois.
E: f um maior que f dois e v um maior que v dois.",1.65693,D,2021
135,"O polvo mimético apresenta padrões cromáticos e
comportamentos muito curiosos. Frequentemente, muda
a orientação de seus tentáculos, assemelhando-se a
alguns animais. As imagens 1, 3 e 5 apresentam polvos
mimetizando, respectivamente, um peixe-linguado (2),
um peixe-leão (4) e uma serpente-marinha (6). Descrição da imagem:
Imagem 1: O polvo está com todos os tentáculos
recolhidos para o mesmo lado, unidos junto ao corpo
e assumindo um formato ovalado, semelhante ao do
peixe-linguado, apresentado na imagem 2.
Imagem 3: Os tentáculos do polvo aparecem abertos,
semelhantes às múltiplas nadadeiras do peixe-leão,
apresentado na imagem 4.
Imagem 5: Os tentáculos do polvo estão divididos
em duas direções opostas. De cada lado, esses
tentáculos estão unidos e assumem um formato
cilíndrico, que dão a aparência de um corpo
cilíndrico longo, semelhante ao da serpente-marinha,
apresentada na imagem 6.
Do ponto de vista evolutivo, a capacidade apresentada se
estabeleceu porque os polvos","A: originaram-se do mesmo ancestral que esses
animais.; B: passaram por mutações similares a esses organismos.; C: observaram esses animais em seus nichos ecológicos.; D: O resultaram de convergência adaptativa com essas espécies.; E: sobreviveram às pressões seletivas com esses comportamentos.",0.64628,E,2021
91,"O protozoário Trypanosoma cruzi, causador da doença 
de Chagas, pode ser a nova arma da medicina contra o 
câncer. Pesquisadores brasileiros conseguiram criar uma 
vacina contra a doença usando uma variação do protozoário 
incapaz de desencadear a patologia (não patogênico). Para 
isso, realizaram uma modificação genética criando um T. cruzi 
capaz de produzir também moléculas fabricadas pelas células 
tumorais. Quando o organismo inicia o combate ao protozoário, 
entra em contato também com a molécula tumoral, que passa 
a ser vista também pelo sistema imune como um indicador de 
células do protozoário. Depois de induzidas as defesas, estas 
passam a destruir todas as células com a molécula tumoral, 
como se lutassem apenas contra o protozoário. 
Qual o mecanismo utilizado no experimento para enganar 
as células de defesa, fazendo com que ataquem o tumor?",A: Autoimunidade.; B: Hipersensibilidade.; C: Ativação da resposta inata.; D: Apresentação de antígeno específico.; E: Desencadeamento de processo anti-inflamatório.,1.42364,D,2022
93,"Brasileiro inventor de, abre aspas, luz engarrafada, 
fecha aspas, tem ideia espalhada pelo mundo
Em 2002, um mecânico da cidade mineira de 
Uberaba (MG) teve uma ideia para economizar o 
consumo de energia elétrica e iluminar a própria casa 
num dia de sol. Para isso, ele utilizou garrafas plásticas 
PET com água e cloro, conforme ilustram as figuras. 
Cada garrafa foi fixada ao telhado de sua casa em um 
buraco com diâmetro igual ao da garrafa, muito maior 
que o comprimento de onda da luz. Nos últimos dois 
anos, sua ideia já alcançou diversas partes do mundo e 
deve atingir a marca de 1 milhão de casas utilizando a, 
abre aspas, luz engarrafada, fecha aspas.
Descrição da imagem: Duas fotografias dispostas 
lado a lado. A da esquerda destaca uma garrafa PET 
com água emitindo luz. A da direita mostra várias 
garrafas fixadas no teto iluminando o ambiente 
fechado, onde se encontra um homem sentado.
Que fenômeno óptico explica o funcionamento da, abre 
aspas, luz engarrafada, fecha aspas?",A: Difração.; B: Absorção.; C: Polarização.; D: Reflexão.; E: Refração.,1.03388,E,2022
94,"De modo geral, a palavra, abre aspas, aromático, fecha aspas, invoca associações agradáveis, como cheiro de café 
fresco ou de um pão doce de canela. Associações similares ocorriam no passado da história da química orgânica, quando 
os compostos ditos, abre aspas, aromáticos, fecha aspas, apresentavam um odor agradável e foram isolados de óleos 
naturais. À medida que as estruturas desses compostos eram elucidadas, foi se descobrindo que vários deles continham uma 
unidade estrutural específica. Os compostos aromáticos que continham essa unidade estrutural tornaram-se parte de uma 
grande família, muito mais com base em suas estruturas eletrônicas do que nos seus cheiros, como as substâncias a seguir, 
encontradas em óleos vegetais.
Descrição das estruturas químicas:
Benzaldeído (no óleo de amêndoas): Anel aromático com o grupo C ligação dupla O, ligação simples H.
Salicilato de metila (no óleo de gaultéria): Anel aromático com dois grupos: Primeiro grupo: C ligação dupla O, 
ligação simples O, ligação simples CH3; Segundo grupo: ligação simples OH.
Anetol (no óleo de anis): Anel aromático com dois grupos: Primeiro grupo: O ligação simples CH3; Segundo grupo: 
C ligação dupla C, ligação simples CH3.
Vanilina (no óleo de baunilha): Anel aromático com três grupos: Primeiro grupo: C ligação dupla O, ligação simples 
H; Segundo grupo: O ligação simples CH3; Terceiro grupo: ligação simples OH.
Eugenol (no óleo de cravos): Anel aromático com três grupos: Primeiro grupo: CH2 ligação simples CH, ligação 
dupla CH2; Segundo grupo: O ligação simples CH3; Terceiro grupo: ligação simples OH.
Cinamaldeído (no óleo de canela): Anel aromático com o grupo CH ligação dupla CH, ligação simples C, ligação 
dupla O ligação simples H.
Benzaldeído
(no óleo de amêndoas)
Salicilato de metila
(no óleo de gaultéria)
Anetol
(no óleo de anis)
Vanilina
(no óleo de baunilha)
Eugenol
(no óleo de cravos)
Cinamaldeído
(no óleo de canela)
A característica estrutural dessa família de compostos é a presença de",A: ramificações.; B: insaturações.; C: anel benzênico.; D: átomos de oxigênio.; E: carbonos assimétricos.,0.4948,C,2022
95,"Estudo confirma eficácia do Método Wolbachia para dengue
Os resultados de um ensaio clínico randomizado na Indonésia apontaram uma redução de 77 por cento dos casos 
de dengue nas áreas que receberam o mosquito Aedes aegypti infectado com a bactéria Wolbachia. Trata-se da mesma 
técnica utilizada no Brasil pelo Método Wolbachia, iniciativa conduzida pela Fundação Oswaldo Cruz — Fiocruz. Essa 
bactéria induz a redução da carga viral no mosquito e, consequentemente, o número de casos de dengue na área, sendo 
repassada por meio do cruzamento entre os insetos. Como essa bactéria é um organismo intracelular e o vírus também 
precisa entrar nas células para se reproduzir, ambos necessitarão de recursos comuns.
Essa tecnologia utilizada no combate à dengue consiste na",A: predação do vírus pela bactéria.; B: esterilização de mosquitos infectados.; C: alteração no genótipo do mosquito pela bactéria.; D: competição do vírus e da bactéria no hospedeiro.; E: inserção de material genético do vírus na bactéria.,0.85524,D,2022
96,"A água bruta coletada de mananciais apresenta alto índice 
de sólidos suspensos, o que a deixa com um aspecto turvo. 
Para se obter uma água límpida e potável, ela deve passar por 
um processo de purificação numa estação de tratamento de 
água. Nesse processo, as principais etapas são, nesta ordem: 
coagulação, decantação, filtração, desinfecção e fluoretação.
Qual é a etapa de retirada de grande parte desses sólidos?",A: Coagulação.; B: Decantação.; C: Filtração.; D: Desinfecção.; E: Fluoretação.,2.51676,B,2022
97,"Vida: a ciência da biologia
Os ursos, por não apresentarem uma hibernação 
verdadeira, acordam por causa da presença de termogenina, 
uma proteína mitocondrial que impede a chegada dos prótons 
até a ATP sintetase, gerando calor. Esse calor é importante 
para aquecer o organismo, permitindo seu despertar.
Em qual etapa do metabolismo energético celular a 
termogenina interfere?",A: Glicólise.; B: Fermentação lática.; C: Ciclo do ácido cítrico.; D: Oxidação do piruvato.; E: Fosforilação oxidativa.,1.70426,E,2022
98,"A fim de classificar as melhores rotas em um aplicativo 
de trânsito, um pesquisador propõe um modelo com base 
em circuitos elétricos. Nesse modelo, a corrente representa 
o número de carros que passam por um ponto da pista 
no intervalo de 1 segundo. A diferença de potencial (d.d.p.) 
corresponde à quantidade de energia por carro necessária 
para o deslocamento de 1 metro. De forma análoga à lei 
de Ohm, cada via é classificada pela sua resistência, sendo 
a de maior resistência a mais congestionada. O aplicativo 
mostra as rotas em ordem crescente, ou seja, da rota de 
menor para a de maior resistência.
Como teste para o sistema, são utilizadas três 
possíveis vias para uma viagem de A até B, com os 
valores de d.d.p. e corrente conforme a tabela.
Descrição da tabela: Dados em três colunas. A 
primeira coluna indica as rotas. A segunda coluna 
indica a ddp, com unidade em joule por carro por 
metro. A terceira coluna indica a corrente, com unidade 
carro por segundo.
Rota 1: ddp 510 e corrente 4.
Rota 2: ddp 608 e corrente 4.
Rota 3: ddp 575 e corrente 3.
Nesse teste, a ordenação das rotas indicadas pelo 
aplicativo será:","A: um, dois, três; B: um, três, dois; C: dois, um, três; D: três, um, dois; E: três, dois, um",1.20513,A,2022
99,"O esquema representa o ciclo do nitrogênio:
Descrição da imagem: Esquema com 
decompositores, um coelho e duas plantas (com foco 
na parte aérea e subterrânea delas). De uma planta, 
partem duas setas, uma para o coelho e outra para 
os decompositores (fungos e bactérias aeróbicas e 
anaeróbicas). Do coelho, também parte uma seta para 
esses mesmos decompositores. De decompositores, 
parte uma seta para amônia (NH3) e amônio (NH4 
de carga positiva). As bactérias nitrificantes fazem a 
nitrificação da amônia e amônio com uma seta que 
vai para nitritos (NO2 de carga negativa). As bactérias 
nitrificantes transformam nitritos em nitratos (NO3 de 
carga negativa). Dos nitratos, partem duas setas, 
uma que indica assimilação pelas plantas e outra 
que indica bactérias desnitrificantes. Das bactérias 
desnitrificantes, a seta continua para o ar e retorna ao 
ciclo para bactérias fixadoras de N2, nos nódulos das 
raízes de leguminosas. Dessas mesmas bactérias, 
uma seta indica que elas farão, no solo, a amonificação, 
seguindo a seta para amônia (NH3) e amônio (NH4 de 
carga positiva), fechando o ciclo.
A chuva ácida interfere no ciclo do nitrogênio, 
principalmente, por proporcionar uma diminuição do pH 
do solo e da atmosfera, alterando a concentração dos 
compostos presentes nesse ciclo.
Em um solo de menor pH, será favorecida a formação de:",A: N2; B: NH3; C: NH4 de carga positiva; D: NO2 de carga negativa; E: NO3 de carga negativa,1.78678,C,2022
100,"No processo de captação da luz pelo olho para a 
formação de imagens estão envolvidas duas estruturas 
celulares: os cones e os bastonetes. Os cones são sensíveis 
à energia dos fótons, e os bastonetes, à quantidade de 
fótons incidentes. A energia dos fótons que compõem 
os raios luminosos está associada à sua frequência, e a 
intensidade, ao número de fótons incidentes.
Um animal que tem bastonetes mais sensíveis irá","A: apresentar daltonismo.; B: perceber cores fora do espectro do visível.; C: enxergar bem em ambientes mal iluminados.; D: necessitar de mais luminosidade para enxergar.; E: fazer uma pequena distinção de cores em ambientes 
iluminados.",0.78824,C,2022
101,"Técnica modifica proteína do veneno de cascavel e permite 
criar fármaco que modula a coagulação sanguínea
O veneno da cascavel pode causar hemorragia com 
risco de morte a quem é picado pela serpente. No entanto, 
pesquisadores do Brasil e da Bélgica desenvolveram uma 
molécula de interesse farmacêutico, a PEG-collineína-1, 
a partir de uma proteína encontrada no veneno dessa 
cobra, capaz de modular a coagulação sanguínea. 
Embora a técnica não seja nova, foi a primeira vez que 
o método foi usado a partir de uma toxina animal na sua 
forma recombinante, ou seja, produzida em laboratório 
por um fungo geneticamente modificado.
Esse novo medicamento apresenta potencial aplicação para","A: impedir a formação de trombos, típicos em alguns 
casos de acidente vascular cerebral.; B: tratar consequências da anemia profunda, em razão da 
perda de grande volume de sangue.; C: evitar a manifestação de urticárias, comumente 
relacionadas a processos alérgicos.; D: reduzir o inchaço dos linfonodos, parte da resposta 
imunitária de diferentes infecções.; E: regular a oscilação da pressão arterial, característica 
dos quadros de hipertensão.",1.10708,A,2022
102,"On the Gravitational Field of a Mass Point According 
to Einstein’s Theory
Um Buraco Negro é um corpo celeste que possui uma 
grande quantidade de matéria concentrada em uma pequena 
região do espaço, de modo que sua força gravitacional é 
tão grande que qualquer partícula fica aprisionada em sua 
superfície, inclusive a luz. O raio dessa região caracteriza 
uma superfície-limite, chamada de horizonte de eventos, 
da qual nada consegue escapar. Considere que o Sol foi 
instantaneamente substituído por um Buraco Negro com 
a mesma massa solar, de modo que o seu horizonte de 
eventos seja de aproximadamente 3,0 quilômetros.
Após a substituição descrita, o que aconteceria aos 
planetas do Sistema Solar?","A: Eles se moveriam em órbitas espirais, aproximando-se 
sucessivamente do Buraco Negro.; B: Eles oscilariam aleatoriamente em torno de suas 
órbitas elípticas originais.; C: Eles se moveriam em direção ao centro do Buraco 
Negro.; D: Eles passariam a precessionar mais rapidamente.; E: Eles manteriam suas órbitas inalteradas.",1.77912,E,2022
103,"Aplicações e implicações do ozônio na indústria, 
ambiente e saúde
Durante o ano de 2020, impulsionado pela necessidade 
de respostas rápidas e eficientes para desinfectar ambientes 
de possíveis contaminações com o SARS-CoV-2, causador 
da covid-19, diversas alternativas foram buscadas para 
os procedimentos de descontaminação de materiais e 
ambientes. Entre elas, o uso de ozônio em meio aquoso 
como agente sanitizante para pulverização em humanos 
e equipamentos de proteção em câmaras ou túneis, 
higienização de automóveis e de ambientes fechados e 
descontaminação de trajes. No entanto, pouca atenção foi 
dada à toxicidade do ozônio, à formação de subprodutos, ao 
nível de concentração segura e às precauções necessárias.
O grande risco envolvido no emprego indiscriminado 
dessa substância deve-se à sua ação química como",A: catalisador.; B: oxidante.; C: redutor.; D: ácido.; E: base.,1.4644,B,2022
104,"Na figura está representado o mosaicismo em função da inativação aleatória de um dos cromossomos X, que 
ocorre em todas as mulheres sem alterações patológicas.
Descrição da figura: Ilustração de um corpo humano feminino com as legendas Células com cromossomo X paterno 
inativado, em cor preta, e Células com cromossomo X materno inativado, em cor branca. Do corpo humano feminino 
partem setas que indicam amostras de células corporais (três em cor branca e três em cor preta). Ao lado estão 
representados o gameta masculino (22+X), por um espermatozoide em cor preta, e o gameta feminino (22+X), 
representado por um círculo em cor branca. Esses gametas se unem para formar o zigoto (44+XX), representado 
por uma célula com metade do núcleo em cor preta e metade em cor branca. Uma seta parte do zigoto indicando a 
formação da blástula (44+XX). A blástula é formada por algumas células em cor preta e outras em cor branca. Uma 
seta associa uma das células da blástula de cor preta a uma das amostras de células corporais em cor preta. Uma seta 
associa uma das células da blástula em cor branca a uma amostra de células corporais em cor branca.
Entre mulheres heterozigotas para doenças determinadas por genes recessivos ligados ao sexo, essa inativação tem 
como consequência a ocorrência de",A: pleiotropia.; B: mutação gênica.; C: interação gênica.; D: penetrância incompleta.; E: expressividade variável.,1.46748,E,2022
106,"Em uma aula prática de bioquímica, para medir a atividade catalítica da enzima catalase, foram realizados seis ensaios 
independentes, nas mesmas condições, variando-se apenas a temperatura. A catalase decompõe o peróxido de hidrogênio 
(H2O2), produzindo água e oxigênio. Os resultados dos ensaios estão apresentados no quadro.
Descrição do quadro: Dados em três colunas. A primeira apresenta os ensaios de 1 a 6, a segunda, as respectivas 
temperaturas, em grau Celsius, e a terceira, os resultados dos ensaios, em termos de decomposição de H2O2, em 
10 elevado a menos 12 mol por minuto.
Ensaio 1: Temperatura 10 e Resultado 8,0.
Ensaio 2: Temperatura 15 e Resultado 10,5.
Ensaio 3: Temperatura 20 e Resultado 9,5.
Ensaio 4: Temperatura 25 e Resultado 5,0.
Ensaio 5: Temperatura 30 e Resultado 3,6.
Ensaio 6: Temperatura 35 e Resultado 3,1.
Os diferentes resultados dos ensaios justificam-se pelo(a)",A: variação do pH do meio.; B: aumento da energia de ativação.; C: consumo da enzima durante o ensaio.; D: diminuição da concentração do substrato.; E: modificação da estrutura tridimensional da enzima.,1.52791,E,2022
107,"Antimicrobianos são substâncias naturais ou sintéticas que têm capacidade de matar ou inibir o crescimento de 
microrganismos. A tabela apresenta uma lista de antimicrobianos hipotéticos, bem como suas ações e efeitos sobre 
o metabolismo microbiano.
Descrição da tabela: Apresenta os antimicrobianos de 1 a 5 e suas respectivas ações e efeitos.
Antimicrobiano 1. Ação: une-se aos ribossomos. Efeito: impede a síntese proteica.
Antimicrobiano 2. Ação: une-se aos microtúbulos. Efeito: impede a segregação das cromátides.
Antimicrobiano 3. Ação: une-se aos fosfolipídeos da membrana plasmática. Efeito: reduz a permeabilidade da 
membrana plasmática.
Antimicrobiano 4. Ação: interfere na síntese de timina. Efeito: inibe a síntese de DNA.
Antimicrobiano 5. Ação: interfere na síntese de uracila. Efeito: impede a síntese de RNA.
Qual dos antimicrobianos deve ser utilizado para curar uma infecção causada por um fungo sem afetar as bactérias 
da microbiota normal do organismo?",A: um; B: dois; C: três; D: quatro; E: cinco,2.50062,B,2022
108,"O manual de uma ducha elétrica informa que seus três 
níveis de aquecimento (morno, quente e superquente) 
apresentam as seguintes variações de temperatura da 
água em função de sua vazão:
Descrição do quadro: Apresenta a vazão, em litro por 
minuto, e a variação de temperatura, em grau Celsius, 
para três níveis de aquecimento: morno, quente e 
superquente.
Vazão igual a 3 — variação de temperatura: 10 para 
o morno, 20 para o quente e 30 para o superquente.
Vazão igual a 6 — variação de temperatura: 5 para o 
morno, 10 para o quente e 15 para o superquente.
Utiliza-se um disjuntor para proteger o circuito dessa 
ducha contra sobrecargas elétricas em qualquer nível 
de aquecimento. Por padrão, o disjuntor é especificado 
pela corrente nominal igual ao múltiplo de 5 ampères 
imediatamente superior à corrente máxima do circuito. 
Considere que a ducha deve ser ligada em 220 volts e que 
toda a energia é dissipada através da resistência do chuveiro 
e convertida em energia térmica transferida para a água, 
que apresenta calor específico de 4,2 joules por grama por 
grau Celsius e densidade de 1 000 gramas por litro.
O disjuntor adequado para a proteção dessa ducha é 
especificado por:",A: sessenta ampères; B: trinta ampères; C: vinte ampères; D: dez ampères; E: cinco ampères,2.40137,B,2022
109,"Um grupo de alunos realizou um experimento para 
observar algumas propriedades dos ácidos, adicionando 
um pedaço de mármore (CaCO3) a uma solução aquosa 
de ácido clorídrico (HCl), observando a liberação de um 
gás e o aumento da temperatura.
O gás obtido no experimento é o:",A: H₂ Gás hidrogênio (ou hidrogênio molecular); B: O₂ Gás oxigênio (ou oxigênio molecular); C: CO₂ Dióxido de carbono (ou gás carbônico); D: CO Monóxido de carbono; E: Cl₂ Gás cloro (ou cloro molecular),1.01697,C,2022
110,"Hermaphroditic, Demasculinized Frogs After 
Exposure to the Herbicide Atrazine at Low 
Ecologically Relevant Doses
Em 2002, foi publicado um artigo científico que 
relacionava alterações na produção de hormônios sexuais 
